lemma	POS	freq	declension
гриша	S	9	1
заблудиться	V	9	
половина	S	9	1
поживать	V	9	
толкать	V	9	
клубочек	S	9	2
часть	S	9	3
захотеться	V	9	
ы	S	9	Н
пожалеть	V	9	
потолок	S	9	2
разноцветный	A	9	
сук	S	9	2
разыскивать	V	9	
орех	S	9	2
всего	PART	9	
помнить	V	9	
пускаться	V	9	
вовсе	ADV	9	
хоровод	S	9	2
добыча	S	9	1
шевелить	V	9	
случай	S	9	2
шептать	V	9	
ствол	S	9	2
волчий	A	9	
стыдно	ADV	9	
замуж	ADV	9	
напоить	V	9	
башмак	S	9	2
кусать	V	9	
вчера	ADV	9	
привязывать	V	9	
свидание	S	9	2
москва	S	9	1
может	ADV	9	
полоска	S	9	1
радость	S	9	3
ведь	CONJ	9	
стук	S	9	2
украшать	V	9	
яга	S	9	1
прозрачный	A	9	
утопать	V	9	
собачий	A	9	
грибок	S	9	2
соленый	A	9	
попадаться	V	9	
прежде	ADV	9	
капля	S	9	1
вокруг	ADV	9	
кто-нибудь	SPRO	9	
часы	S	9	T
кивнуть	V	9	
ужасный	A	9	
прошептать	V	9	
северный	A	9	
лебедь	S	9	2
груша	S	9	1
площадь	S	9	3
разговор	S	9	2
было	PART	9	
поспевать	V	9	
доходить	V	9	
сахарница	S	9	1
поверять	V	9	
поклониться	V	9	
вскоре	ADV	9	
некрасивый	A	9	
рождаться	V	9	
корень	S	9	2
словом	ADV	9	
русь	S	9	3
пара	S	9	1
штука	S	9	1
храбрый	A	9	
воз	S	9	2
отрывать	V	9	
царство	S	9	2
светиться	V	9	
непременно	ADV	9	
верхний	A	9	
разговаривать	V	9	
вежливо	ADV	9	
значить	V	9	
акватория	S	9	1
каменный	A	9	
завод	S	9	2
мастер	S	9	2
семицветик	S	9	2
терра	S	9	1
гниль	S	9	3
судья	S	9	1
вельможа	S	9	1
королевна	S	9	1
тешумывать	V	9	
киска	S	8	1
му	S	8	Н
ночевать	V	8	
скрести	V	8	
ручка	S	8	1
мост	S	8	2
окошечко	S	8	2
гудеть	V	8	
нету	ADV	8	
сшивать	V	8	
наряжаться	V	8	
испечь	V	8	
карусель	S	8	3
плавать	V	8	
крючок	S	8	2
семья	S	8	1
прыг	ADV	8	
подкрадываться	V	8	
раздавливать	V	8	
сосулька	S	8	1
книжка	S	8	1
зайчишка	S	8	1
лужица	S	8	1
объявление	S	8	2
столб	S	8	2
усачев	S	8	2
тропа	S	8	1
хрю	S	8	Н
мочалка	S	8	1
крылечко	S	8	2
взлетать	V	8	
заболевать	V	8	
краска	S	8	1
довольный	A	8	
мяч	S	8	2
взбираться	V	8	
четвертый	ANUM	8	
сверкать	V	8	
дышать	V	8	
голосок	S	8	2
то-то	PART	8	
топнуть	V	8	
удовольствие	S	8	2
маршак	S	8	2
сверху	ADV	8	
денек	S	8	2
грустный	A	8	
приседать	V	8	
жевать	V	8	
мурлыкать	V	8	
приподымать	V	8	
червяк	S	8	2
зарычать	V	8	
нырнуть	V	8	
спокойно	ADV	8	
задумываться	V	8	
старичок	S	8	2
зажигать	V	8	
толстой	S	8	А
матушка	S	8	1
отворять	V	8	
лис	S	8	2
пожарный	S	8	А
парус	S	8	2
зелень	S	8	3
цветочек	S	8	2
смоляной	A	8	
взмахивать	V	8	
скучать	V	8	
видный	A	8	
шесть	NUM	8	
отыскивать	V	8	
внизу	ADV	8	
больной	A	8	
секрет	S	8	2
картина	S	8	1
корзинка	S	8	1
сладков	S	8	2
сучок	S	8	2
считать	V	8	
узор	S	8	2
осторожно	ADV	8	
встречаться	V	8	
уступать	V	8	
попроситься	V	8	
вытирать	V	8	
женщина	S	8	1
чего	ADVPRO	8	
полюбить	V	8	
электрический	A	8	
выстреливать	V	8	
луч	S	8	2
так-то	PART	8	
самосвал	S	8	2
рама	S	8	1
знакомый	A	8	
прорубь	S	8	3
удивление	S	8	2
любопытный	A	8	
течь	V	8	
маслице	S	8	2
приятно	ADV	8	
мудрый	A	8	
дальний	A	8	
бумага	S	8	1
когда	ADVPRO	8	
счастливый	A	8	
лампа	S	8	1
нежный	A	8	
квакать	V	8	
зашуметь	V	8	
неумейка	S	8	1
ю	S	8	Н
неделя	S	8	1
мачта	S	8	1
восемь	NUM	8	
колбаса	S	8	1
род	S	8	2
вершина	S	8	1
мостик	S	8	2
ящик	S	8	2
борис	S	8	2
дыхание	S	8	2
точно	CONJ	8	
кожа	S	8	1
проговаривать	V	8	
сестрица	S	8	1
поди	INTJ	8	
печалиться	V	8	
игла	S	8	1
зад	S	8	2
передом	ADV	8	
костяной	A	8	
снегирев	S	8	2
мачеха	S	8	1
серо-зеленый	A	8	
пеночка	S	8	1
чемга	S	8	1
дедо	S	8	Н
балаган	S	8	2
иринка	S	8	1
плюшевый	A	8	
бат	S	8	2
дама	S	8	1
тузик	S	8	2
угольщица	S	8	1
ц	S	8	Н
доисторический	A	8	
игорь	S	8	2
лить	V	7	
пи	S	7	Н
хозяюшка	S	7	1
румяный	A	7	
уголок	S	7	2
уточка	S	7	1
кко	S	7	Н
душистый	A	7	
ловушка	S	7	1
пальчик	S	7	2
наливать	V	7	
напиваться	V	7	
макушка	S	7	1
белочка	S	7	1
пятка	S	7	1
оглядка	S	7	1
шофер	S	7	2
миша	S	7	1
мордочка	S	7	1
норушка	S	7	1
прискакивать	V	7	
забираться	V	7	
мимо	ADV	7	
еле-еле	ADV	7	
прежний	A	7	
сперва	ADV	7	
звенеть	V	7	
зубной	A	7	
свинка	S	7	1
носик	S	7	2
э	S	7	Н
чудный	A	7	
кататься	V	7	
вихорь	S	7	2
выть	V	7	
биться	V	7	
поговорить	V	7	
класть	V	7	
золотистый	A	7	
подскакивать	V	7	
норка	S	7	1
вырываться	V	7	
цирк	S	7	2
я	S	7	Н
башня	S	7	1
тара	S	7	1
кинуть	V	7	
сутеев	S	7	2
единственный	A	7	
хор	S	7	2
научать	V	7	
свеколка	S	7	1
добираться	V	7	
верно	ADV	7	
выпрыгивать	V	7	
застучать	V	7	
белок	S	7	2
еловый	A	7	
мыло	S	7	2
схватываться	V	7	
дотрагиваться	V	7	
повезти	V	7	
тарелка	S	7	1
разглядеть	V	7	
веселие	S	7	2
булка	S	7	1
налетать	V	7	
козлов	S	7	2
носорог	S	7	2
благодарить	V	7	
обещать	V	7	
поплавок	S	7	2
ловиться	V	7	
ахнуть	V	7	
дернуть	V	7	
очередь	S	7	3
вот-вот	ADV	7	
кинуться	V	7	
драться	V	7	
хозяйство	S	7	2
ватрушка	S	7	1
чуковский	S	7	А
выпивать	V	7	
оттуда	ADVPRO	7	
свечка	S	7	1
умывальник	S	7	2
сбегать	V	7	
утенок	S	7	2
чулок	S	7	2
командир	S	7	2
вцепляться	V	7	
угождать	V	7	
ушат	S	7	2
корыто	S	7	2
заводить	V	7	
ласточка	S	7	1
оконце	S	7	2
повесить	V	7	
обыкновенный	A	7	
выпадать	V	7	
качаться	V	7	
твердый	A	7	
холм	S	7	2
стадо	S	7	2
рассматривать	V	7	
стая	S	7	1
почтальон	S	7	2
верхом	ADV	7	
тянуться	V	7	
отвозить	V	7	
сладко	ADV	7	
проводить	V	7	
готовить	V	7	
животное	S	7	А
хозяйка	S	7	1
твердить	V	7	
жаль	ADV	7	
повисать	V	7	
дельфин	S	7	2
голубушка	S	7	1
куда-то	ADVPRO	7	
пробежать	V	7	
лубяной	A	7	
заговаривать	V	7	
яблонька	S	7	1
печальный	A	7	
пушка	S	7	1
привыкать	V	7	
канава	S	7	1
зал	S	7	2
грудь	S	7	3
посреди	PR	7	
бельчонок	S	7	2
фыркнуть	V	7	
бобовый	A	7	
подавиться	V	7	
плех	S	7	2
нехороший	A	7	
оттого	ADVPRO	7	
иногда	ADV	7	
сердиться	V	7	
навсегда	ADV	7	
ночной	A	7	
отчего	ADVPRO	7	
оглянуться	V	7	
человеческий	A	7	
вазочка	S	7	1
дятел	S	7	2
шить	V	7	
земляничка	S	7	1
обедать	V	7	
сергеевич	S	7	2
собственный	A	7	
замалчивать	V	7	
сивко	S	7	2
бурка	S	7	1
заменять	V	7	
уезжать	V	7	
освещать	V	7	
век	S	7	2
однако	CONJ	7	
высовывать	V	7	
объяснять	V	7	
предмет	S	7	2
крестьянин	S	7	2
тетка	S	7	1
заманивать	V	7	
ткать	V	7	
изнашивать	V	7	
вылетать	V	7	
березовый	A	7	
слышно	ADV	7	
тридцать	NUM	7	
слепой	A	7	
роса	S	7	1
пар	S	7	2
иной	APRO	7	
родственник	S	7	2
болотистый	A	7	
почувствовать	V	7	
полоса	S	7	1
тряпка	S	7	1
посылка	S	7	1
пескарь	S	7	2
оглядываться	V	7	
послышаться	V	7	
витютень	S	7	2
ласковый	A	7	
стенка	S	7	1
муренка	S	7	1
россия	S	7	1
гусеница	S	7	1
пища	S	7	1
пылесос	S	7	2
попугай	S	7	2
солнышкин	S	7	2
королевский	A	7	
койот	S	7	2
бадейка	S	7	1
подданный	S	7	А
колпак	S	7	2
полюс	S	7	2
корро	S	7	Н
подрубать	V	7	
невестка	S	7	1
марья	S	7	1
кругосветный	A	7	
акулий	A	7	
детушки	S	6	T
палочка	S	6	1
водичка	S	6	1
качать	V	6	
саша	S	6	1
калач	S	6	2
хворост	S	6	2
водица	S	6	1
дразнить	V	6	
кусаться	V	6	
богатый	A	6	
поезд	S	6	2
открываться	V	6	
доезжать	V	6	
тухнуть	V	6	
сонный	A	6	
завертеться	V	6	
косолапый	A	6	
сердитый	A	6	
печь	V	6	
трусишка	S	6	1
жалеть	V	6	
ушинский	A	6	
гребешок	S	6	2
пребольшой	A	6	
дедок	S	6	2
жучка	S	6	1
амбар	S	6	2
отзываться	V	6	
постучать	V	6	
зареветь	V	6	
мочь	S	6	3
затрещать	V	6	
заметать	V	6	
книга	S	6	1
лай	S	6	2
одуванчик	S	6	2
бусы	S	6	T
сметь	V	6	
ишь	PART	6	
щетка	S	6	1
зонтик	S	6	2
о	S	6	Н
смелый	A	6	
кидаться	V	6	
новогодний	A	6	
капать	V	6	
град	S	6	2
одинокий	A	6	
подбирать	V	6	
тепло	S	6	2
шуршать	V	6	
ботинок	S	6	2
уголек	S	6	2
динь-дон	INTJ	6	
яркий	A	6	
аппетит	S	6	2
вдоль	PR	6	
почка	S	6	1
покормить	V	6	
приглашать	V	6	
пополам	ADV	6	
косматый	A	6	
обезьянка	S	6	1
выступать	V	6	
музыка	S	6	1
ставить	V	6	
отскочить	V	6	
сталкивать	V	6	
подлетать	V	6	
разделять	V	6	
разбудить	V	6	
добавлять	V	6	
зазвенеть	V	6	
воробышек	S	6	2
слагать	V	6	
бродить	V	6	
простынка	S	6	1
сало	S	6	2
притаиться	V	6	
мохнатый	A	6	
стучать	V	6	
тук	INTJ	6	
поскребушко	S	6	2
попрыгушка	S	6	1
глядь	PART	6	
тесно	ADV	6	
загудеть	V	6	
ладонь	S	6	3
загораться	V	6	
небольшой	A	6	
поесть	V	6	
ярко	ADV	6	
иголочка	S	6	1
иней	S	6	2
гадать	V	6	
дил	S	6	2
подслушивать	V	6	
рычать	V	6	
дожидаться	V	6	
приятель	S	6	2
дождаться	V	6	
медвежий	A	6	
остальной	APRO	6	
толк	S	6	2
яма	S	6	1
цокотуха	S	6	1
стакан	S	6	2
девица	S	6	1
подмигивать	V	6	
шелковый	A	6	
вымечко	S	6	2
копытечка	S	6	1
кузнец	S	6	2
стучаться	V	6	
лопнуть	V	6	
заливать	V	6	
ускакивать	V	6	
брюки	S	6	T
начальник	S	6	2
оса	S	6	1
галка	S	6	1
хвалить	V	6	
лужа	S	6	1
клен	S	6	2
долетать	V	6	
восходить	V	6	
журчать	V	6	
делить	V	6	
чирикать	V	6	
чилик	S	6	2
скамейка	S	6	1
научаться	V	6	
сунуть	V	6	
пробираться	V	6	
зубастый	A	6	
пуля	S	6	1
обработка	S	6	1
смола	S	6	1
крутой	A	6	
троллейбус	S	6	2
доставаться	V	6	
нажимать	V	6	
ленивый	A	6	
лошадиный	A	6	
плавно	ADV	6	
дырочка	S	6	1
также	ADV	6	
бегемот	S	6	2
жираф	S	6	2
одежка	S	6	1
сосед	S	6	2
отрывок	S	6	2
узкий	A	6	
пышка	S	6	1
коржик	S	6	2
мерзнуть	V	6	
туфелька	S	6	1
немножко	ADV	6	
глубокий	A	6	
свое	SPRO	6	
валенок	S	6	2
засыпать	V	6	
начало	S	6	2
боря	S	6	1
доноситься	V	6	
артемка	S	6	1
чувствовать	V	6	
греть	V	6	
подруга	S	6	1
светло	ADV	6	
салют	S	6	2
вновь	ADV	6	
моряк	S	6	2
великан	S	6	2
степан	S	6	2
провожать	V	6	
милиция	S	6	1
сумка	S	6	1
постовой	S	6	А
гром	S	6	2
треснуть	V	6	
льдина	S	6	1
корзина	S	6	1
суметь	V	6	
карра	S	6	1
труд	S	6	2
облизываться	V	6	
горлышко	S	6	2
прижимать	V	6	
насилу	ADV	6	
темнота	S	6	1
рассмеяться	V	6	
подоконник	S	6	2
недавно	ADV	6	
загадка	S	6	1
очутиться	V	6	
слетать	V	6	
справляться	V	6	
тревога	S	6	1
выбрасывать	V	6	
высушивать	V	6	
воздушный	A	6	
удивлять	V	6	
путаница	S	6	1
ква	S	6	Н
пуще	ADV	6	
дразниться	V	6	
тяф	S	6	2
лекарство	S	6	2
повторять	V	6	
богатство	S	6	2
заставлять	V	6	
довольно	ADV	6	
сорока	S	6	1
щи	S	6	T
чайник	S	6	2
корма	S	6	1
обращаться	V	6	
смешной	A	6	
буря	S	6	1
далекий	A	6	
родиться	V	6	
дверка	S	6	1
древний	A	6	
внимательно	ADV	6	
спор	S	6	2
решаться	V	6	
несравненный	A	6	
поцеловать	V	6	
валить	V	6	
темнеть	V	6	
лягушечий	A	6	
покушать	V	6	
прутик	S	6	2
захватить	V	6	
хвастун	S	6	2
несчастный	A	6	
действительно	ADV	6	
удаваться	V	6	
свадьба	S	6	1
селезень	S	6	2
ларец	S	6	2
горб	S	6	2
февраль	S	6	2
дуть	V	6	
веять	V	6	
летний	A	6	
пазуха	S	6	1
дубинка	S	6	1
кушанье	S	6	2
любимая	S	6	А
любопытство	S	6	2
волосатый	A	6	
лихорадка	S	6	1
тело	S	6	2
пограничник	S	6	2
нарушитель	S	6	2
поводок	S	6	2
странно	ADV	6	
могучий	A	6	
рана	S	6	1
ядовитый	A	6	
рев	S	6	2
небесный	A	6	
ревушка	S	6	1
рассеянный	A	6	
иволга	S	6	1
отечество	S	6	2
защищать	V	6	
вредный	A	6	
крапивница	S	6	1
ат	S	6	2
путем	PR	6	
менять	V	6	
банка	S	6	1
шахта	S	6	1
торговец	S	6	2
питаться	V	6	
неохота	ADV	6	
похитник	S	6	2
пробуждаться	V	6	
крепость	S	6	3
афрон	S	6	2
уздечка	S	6	1
работница	S	6	1
тьфу	INTJ	6	
блюдечко	S	6	2
ира	S	6	1
пастух	S	5	2
ранний	A	5	
топ	S	5	2
поить	V	5	
заплатить	V	5	
молочко	S	5	2
кашка	S	5	1
баня	S	5	1
бал	S	5	2
ребятишки	S	5	T
слышаться	V	5	
ква-ква	INTJ	5	
цветной	A	5	
оладушка	S	5	1
тесто	S	5	2
прокофьев	S	5	2
ме	INTJ	5	
виться	V	5	
дружок	S	5	2
осенний	A	5	
лохматый	A	5	
жучок	S	5	2
машка	S	5	1
хитро	ADV	5	
тропинка	S	5	1
похвалить	V	5	
вдвоем	ADV	5	
разбиваться	V	5	
даваться	V	5	
посветить	V	5	
кораблик	S	5	2
быстрый	A	5	
тьма	S	5	1
расцветать	V	5	
